age,sex,race,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,two_year_recid,length_of_stay,class
33,Male,African-American,14,79,F,0,0,0,67,High
21,Male,Caucasian,0,2,F,1,1,1,0,High
30,Female,Caucasian,2,1,F,1,0,1,43,High
26,Male,Hispanic,7,0,M,0,0,0,1,Low
35,Male,Other,3,1,M,1,0,1,1,Low
27,Male,African-American,2,1,M,1,0,0,1,High
38,Male,Caucasian,1,0,M,0,0,0,14,Medium
48,Male,African-American,14,23,F,1,0,1,142,High
26,Male,Caucasian,0,1,M,0,0,0,0,Low
24,Male,African-American,4,27,F,1,0,1,26,High
28,Female,African-American,2,0,F,1,0,1,0,Medium
44,Female,Caucasian,4,0,F,1,0,1,5,Medium
23,Male,Caucasian,2,0,F,1,0,0,13,Medium
34,Female,Caucasian,1,1,F,1,0,1,12,Medium
20,Male,Caucasian,1,1,F,1,0,1,1,Medium
63,Male,Other,23,1,F,1,0,1,2,Low
36,Female,African-American,0,0,M,0,0,0,0,Low
58,Male,Caucasian,1,1,F,0,0,0,79,Low
25,Male,African-American,7,463,F,1,0,1,0,Medium
46,Male,Caucasian,5,125,M,0,0,0,0,Low
35,Female,Caucasian,4,30,F,0,0,0,13,Low
23,Male,African-American,3,1,F,0,0,0,1,Medium
40,Male,Caucasian,1,21,F,0,0,0,21,Low
31,Male,Hispanic,3,1,F,0,0,0,0,Low
34,Female,Hispanic,5,0,F,0,0,0,1,Low
23,Male,African-American,3,1,M,1,0,1,13,Medium
27,Male,Caucasian,0,5,M,1,0,1,4,Low
26,Female,African-American,3,27,F,0,0,0,27,Medium
49,Male,African-American,1,0,F,0,0,0,24,Low
47,Female,Hispanic,0,0,M,0,0,0,1,Low
45,Female,Native American,1,1,M,0,0,0,0,Low
47,Male,African-American,6,0,F,0,0,0,5,Low
34,Male,African-American,7,0,F,1,0,1,0,Medium
45,Male,Hispanic,1,378,M,0,0,0,5,High
27,Male,African-American,10,1,F,0,0,0,7,High
52,Female,Caucasian,0,0,M,0,0,0,0,Low
26,Male,African-American,0,3,M,1,0,1,0,Low
25,Male,African-American,9,0,F,0,0,0,2,Medium
51,Male,African-American,1,1,F,0,0,0,162,Low
29,Female,African-American,1,0,M,1,0,0,1,Low
39,Male,African-American,1,1,F,0,0,0,0,Low
46,Male,Caucasian,0,1,F,0,0,0,0,Low
28,Male,Caucasian,6,2,F,0,0,0,2,Low
57,Male,African-American,0,1,F,0,0,0,1,Low
23,Male,Hispanic,2,1,F,0,0,0,0,Medium
34,Male,African-American,27,1,F,1,0,1,118,High
27,Male,African-American,3,1,F,0,0,0,12,Low
25,Male,African-American,7,1,M,1,0,1,3,High
31,Male,Caucasian,1,1,F,1,1,1,32,Medium
37,Male,African-American,8,1,F,0,0,0,1,Low
51,Male,African-American,0,0,F,1,1,1,1,Low
51,Male,Hispanic,3,86,M,0,0,0,2,Low
28,Male,African-American,8,1,F,1,0,0,40,Medium
56,Male,Caucasian,4,0,F,0,0,0,7,Low
45,Male,African-American,15,1,F,1,0,1,330,High
26,Male,Caucasian,7,1,F,1,1,1,18,Medium
33,Male,Caucasian,7,1,F,1,1,1,1,High
23,Male,Caucasian,0,2,M,0,0,0,1,Low
31,Male,African-American,0,0,M,0,0,0,0,Low
31,Male,Other,0,1,M,0,0,0,1,Low
19,Male,Hispanic,1,12,F,1,1,0,4,High
32,Male,Caucasian,0,0,F,0,0,0,0,Low
30,Male,Caucasian,1,1,M,1,0,1,0,Low
48,Female,Hispanic,9,87,F,0,0,0,57,Medium
66,Male,Caucasian,1,1,F,0,0,0,0,Low
40,Female,African-American,0,0,F,0,0,0,1,Low
59,Male,African-American,4,0,M,0,0,0,0,Low
25,Male,African-American,5,118,F,0,0,0,85,Medium
27,Male,African-American,3,23,M,0,0,0,1,Medium
22,Male,African-American,0,1,F,0,0,0,0,Low
58,Male,Caucasian,1,1,F,0,0,0,0,Low
49,Male,African-American,1,1,M,0,0,0,0,Low
29,Male,Caucasian,2,2,F,0,0,0,2,Low
44,Female,Caucasian,11,245,F,1,0,1,26,Medium
24,Male,African-American,2,203,F,0,0,0,6,Low
27,Male,African-American,0,1,F,1,1,1,60,High
34,Female,African-American,5,53,F,1,0,1,24,Medium
24,Male,Caucasian,0,3,F,0,0,0,1,Medium
35,Female,Caucasian,3,0,F,0,0,0,0,Low
65,Male,Caucasian,4,1,M,0,0,0,0,Low
29,Male,African-American,7,0,F,1,0,1,2,High
30,Male,African-American,5,1,F,1,1,1,2,High
23,Male,African-American,1,1,F,1,1,0,2,Low
32,Male,Caucasian,2,27,F,1,1,1,0,Low
22,Male,Caucasian,2,1,F,0,0,0,3,Medium
21,Male,African-American,0,1,M,0,0,0,1,Low
43,Female,Caucasian,0,1,M,0,0,0,1,Low
29,Male,African-American,0,1,F,0,0,0,2,High
43,Male,African-American,1,0,F,0,0,0,1,Low
25,Male,African-American,1,1,F,0,0,0,2,Low
47,Male,Caucasian,0,1,M,0,0,0,1,Low
21,Female,African-American,0,2,F,0,0,0,0,Medium
25,Female,African-American,1,100,M,0,0,0,1,Medium
54,Male,Caucasian,0,0,M,0,0,0,1,Low
34,Male,African-American,3,1,F,1,1,1,33,Low
28,Female,African-American,2,1,M,0,0,0,1,Low
53,Female,Caucasian,4,1,F,1,0,1,0,Low
54,Male,African-American,0,0,M,0,0,0,1,Low
37,Male,Hispanic,3,1,F,1,0,1,83,Low
34,Male,African-American,2,1,F,0,0,0,0,Low
50,Male,Hispanic,11,210,M,0,0,0,113,High
60,Female,Caucasian,0,1,F,1,0,1,1,Low
22,Male,African-American,0,1,F,0,0,0,1,Low
51,Male,African-American,3,0,F,0,0,0,1,Medium
29,Male,African-American,0,1,F,1,0,1,12,Low
28,Female,African-American,1,43,F,0,0,0,1,Medium
36,Male,Caucasian,6,126,F,0,0,0,2,Medium
28,Male,African-American,5,1,M,0,0,0,27,Medium
33,Male,Caucasian,0,1,F,1,0,1,0,Low
43,Male,Caucasian,4,0,M,0,0,0,2,Low
45,Male,Hispanic,1,1,M,0,0,0,26,Medium
32,Male,Caucasian,5,1,F,1,0,1,65,Medium
35,Female,African-American,0,1,F,1,0,1,1,Low
23,Male,African-American,1,1,F,1,0,1,1,Low
41,Male,Hispanic,1,1,M,0,0,0,113,Low
25,Male,Other,24,1,F,1,1,1,0,High
35,Male,Hispanic,12,1,F,0,0,0,10,High
25,Male,African-American,4,0,F,1,0,1,43,Medium
69,Male,Caucasian,6,1,F,1,0,1,1,Low
24,Male,Asian,0,1,M,0,0,0,1,Low
21,Male,African-American,3,34,F,1,1,1,63,Medium
28,Male,Hispanic,0,1,F,0,0,0,0,Low
47,Male,African-American,23,1,F,1,0,1,403,Medium
59,Male,Other,1,1,F,0,0,0,0,Low
29,Male,African-American,13,0,F,1,1,1,1,High
36,Male,Caucasian,14,38,F,1,0,1,0,Low
26,Male,African-American,9,1,F,1,1,1,2,High
31,Male,Other,0,1,M,0,0,0,2,Low
32,Male,African-American,8,35,F,1,0,1,0,Low
27,Female,Caucasian,3,121,F,1,0,1,88,Medium
28,Male,Caucasian,0,0,F,0,0,0,1,Medium
48,Male,Caucasian,1,0,M,1,0,1,0,Low
23,Male,Caucasian,2,129,F,1,0,1,164,Medium
44,Male,Caucasian,0,1,M,0,0,0,0,Low
42,Male,African-American,7,1,M,0,0,0,0,Medium
39,Male,African-American,5,1,F,0,0,0,4,Medium
46,Female,Hispanic,2,1,F,0,0,0,3,Low
55,Male,Caucasian,0,1,M,0,0,0,10,Medium
27,Male,African-American,5,1,F,1,0,1,4,High
31,Female,Caucasian,0,1,M,0,0,0,4,High
25,Male,African-American,0,1,F,0,0,0,0,Low
32,Male,Caucasian,6,0,M,0,0,0,0,Medium
36,Male,African-American,2,1,F,0,0,0,0,Medium
21,Male,African-American,3,1,F,1,0,1,4,Medium
39,Male,Caucasian,2,0,M,0,0,0,1,Low
26,Female,African-American,0,0,M,0,0,0,1,Low
28,Male,African-American,8,0,F,1,0,1,20,High
67,Male,Caucasian,2,4,M,1,0,1,0,Low
22,Female,Other,0,1,F,0,0,0,2,Low
37,Male,Caucasian,3,1,M,0,0,0,0,Low
23,Male,African-American,2,1,M,1,0,1,2,High
49,Female,African-American,14,1,M,1,0,1,122,Medium
32,Male,Caucasian,9,0,M,1,0,1,4,Medium
41,Male,Caucasian,9,1,M,0,0,0,32,Medium
25,Male,African-American,1,0,M,0,0,0,0,Low
57,Female,Caucasian,3,1,F,0,0,0,0,Low
58,Male,Caucasian,0,1,M,0,0,0,0,Low
44,Male,African-American,19,17,M,1,1,1,17,High
28,Male,African-American,1,0,F,1,0,0,15,Low
39,Female,African-American,0,1,F,1,0,1,2,Medium
54,Male,Caucasian,0,1,F,0,0,0,6,Low
21,Male,Hispanic,0,657,M,1,1,1,53,Low
43,Male,Caucasian,0,1,M,0,0,0,0,Low
31,Male,African-American,5,0,M,0,0,0,0,High
30,Male,African-American,11,0,F,0,0,0,117,High
27,Male,Caucasian,4,1,M,1,0,1,1,Low
28,Male,African-American,0,1,M,1,0,1,1,Low
24,Male,African-American,0,1,M,0,0,0,0,Medium
43,Male,Caucasian,0,0,M,0,0,0,0,Low
44,Male,African-American,10,7,M,1,0,1,5,Low
51,Male,African-American,4,44,F,0,0,0,30,Medium
24,Male,Hispanic,11,15,F,1,1,1,0,High
31,Male,African-American,1,309,F,1,0,0,229,Low
23,Male,African-American,0,1,F,0,0,0,1,Low
26,Male,African-American,8,85,M,1,1,1,84,High
36,Male,Caucasian,5,1,M,1,0,1,0,Low
27,Male,Caucasian,1,1,F,0,0,0,1,High
24,Male,African-American,0,0,F,1,0,1,1,High
66,Male,Caucasian,0,1,M,0,0,0,0,Low
36,Female,Caucasian,3,0,F,0,0,0,25,Low
53,Male,Hispanic,9,1,F,1,0,1,130,High
23,Male,Caucasian,1,0,F,1,0,1,0,Low
22,Female,African-American,0,0,M,1,1,1,0,Medium
25,Male,Hispanic,1,1,F,0,0,0,0,Low
56,Male,African-American,4,1,F,0,0,0,2,Low
29,Male,Native American,1,37,F,0,0,0,33,Low
29,Male,Caucasian,10,365,F,1,0,1,4,Medium
51,Male,Asian,1,1,F,1,0,1,1,Low
58,Female,African-American,3,18,M,0,0,0,18,Low
24,Male,Caucasian,3,0,M,0,0,0,0,Medium
22,Male,African-American,0,1,F,1,1,1,71,Low
39,Male,Caucasian,0,1,M,0,0,0,0,Low
20,Male,Hispanic,3,1,F,1,0,1,42,High
46,Male,Caucasian,10,1,F,1,0,1,73,Medium
38,Male,Caucasian,1,27,F,1,0,1,0,Low
23,Male,Caucasian,0,0,M,1,1,1,3,High
39,Male,Other,6,1,F,0,0,0,26,Medium
25,Male,African-American,0,0,F,0,0,0,1,High
31,Male,African-American,19,1,F,1,0,1,0,High
25,Female,African-American,1,1,M,1,0,1,0,Low
26,Male,African-American,6,1,F,0,0,0,1,Medium
25,Male,African-American,2,1,F,0,0,0,274,High
37,Male,Caucasian,11,0,F,1,0,1,1,High
36,Male,African-American,0,3,F,0,0,0,0,Low
26,Male,African-American,1,0,F,1,0,1,0,Medium
21,Male,Other,3,1,F,1,0,1,0,Low
35,Male,African-American,7,23,F,1,1,1,0,Low
22,Male,African-American,2,1,F,1,1,1,1,Low
25,Male,Caucasian,0,0,F,0,0,0,0,Low
24,Male,Caucasian,0,1,M,0,0,0,0,Medium
36,Male,Hispanic,0,7,M,0,0,0,1,Low
24,Male,African-American,2,1,M,1,1,1,12,Medium
21,Male,African-American,0,1,F,1,0,1,0,High
32,Male,Caucasian,15,1,F,1,0,1,70,High
33,Male,African-American,2,0,M,1,0,1,1,Low
33,Male,African-American,10,0,F,1,0,1,2,High
23,Female,African-American,4,56,M,1,0,1,43,High
29,Male,Caucasian,0,2,M,0,0,0,0,Low
50,Male,Caucasian,8,1,F,0,0,0,172,Low
32,Male,Caucasian,5,272,F,1,0,1,6,Medium
33,Male,African-American,14,1,F,1,0,1,2,High
37,Male,African-American,13,1,F,1,0,1,0,High
27,Male,African-American,9,1,F,1,0,1,24,Medium
27,Male,African-American,0,1,M,0,0,0,1,Low
52,Female,African-American,21,123,F,1,0,1,19,Medium
21,Male,Hispanic,1,1,M,1,1,1,0,Medium
58,Male,African-American,1,1,F,0,0,0,60,Low
27,Male,African-American,4,1,F,0,0,0,33,High
28,Male,African-American,5,302,F,1,0,1,28,Low
28,Male,Caucasian,1,1,F,1,0,1,30,Medium
31,Female,Caucasian,0,5,M,0,0,0,0,Low
30,Male,Caucasian,11,31,F,1,0,1,40,High
24,Male,African-American,3,1,M,0,0,0,6,Medium
26,Male,African-American,6,0,F,1,0,1,18,High
43,Male,Caucasian,0,1,M,0,0,0,1,Low
31,Male,African-American,2,43,F,1,0,1,43,Low
22,Male,African-American,3,0,F,1,0,1,1,Medium
23,Male,African-American,0,1,F,0,0,0,3,Medium
42,Male,Caucasian,0,1,M,0,0,0,0,Low
34,Male,African-American,0,1,M,1,1,1,0,Low
30,Male,African-American,18,1,M,0,0,0,17,High
29,Male,African-American,1,1,F,0,0,0,290,High
38,Male,Caucasian,2,0,F,1,0,1,47,Low
26,Male,Caucasian,3,4,M,1,0,0,2,Low
25,Female,Hispanic,4,107,F,1,0,1,36,Medium
51,Male,African-American,5,0,M,0,0,0,4,Medium
36,Male,Other,0,0,M,0,0,0,1,Low
62,Male,Hispanic,0,2,M,0,0,0,1,Low
23,Male,African-American,0,0,F,1,0,1,0,Low
34,Male,African-American,7,1,F,1,0,1,0,Medium
35,Male,African-American,1,1,M,0,0,0,1,Low
22,Male,Caucasian,0,0,F,0,0,0,3,Low
29,Male,African-American,10,1,M,1,0,1,108,High
40,Male,African-American,0,3,F,0,0,0,1,Low
36,Male,African-American,2,0,F,0,0,0,0,Low
26,Male,African-American,8,0,F,1,0,1,0,High
25,Male,African-American,1,23,F,1,0,1,0,Low
69,Male,Caucasian,0,3,M,0,0,0,0,Low
27,Male,African-American,1,1,F,0,0,0,8,Low
20,Male,Caucasian,0,0,F,1,0,1,1,Medium
27,Male,African-American,1,2,F,0,0,0,2,Low
24,Female,African-American,6,1,M,0,0,0,310,Medium
42,Male,Caucasian,0,7,F,0,0,0,2,Low
25,Male,Caucasian,1,1,F,0,0,0,1,Low
46,Male,Caucasian,1,37,F,1,0,1,29,Low
25,Male,African-American,0,1,F,0,0,0,7,Low
22,Male,African-American,0,1,F,0,0,0,0,Low
21,Male,Caucasian,0,1,F,0,0,0,0,Low
30,Male,African-American,1,0,M,0,0,0,1,Low
46,Male,Caucasian,9,0,M,0,0,0,4,Medium
26,Male,African-American,2,0,M,0,0,0,0,Medium
33,Male,African-American,0,0,F,1,0,1,0,Medium
40,Male,African-American,1,1,M,0,0,0,1,Low
34,Male,Caucasian,0,1,F,0,0,0,28,Low
22,Male,Caucasian,1,1,F,1,0,1,36,Low
28,Male,Hispanic,3,1,M,0,0,0,0,Medium
31,Male,African-American,4,1,M,1,0,1,1,Low
59,Male,Caucasian,3,0,M,1,1,1,1,Low
37,Male,Native American,0,1,F,0,0,0,0,Low
50,Male,African-American,0,1,F,0,0,0,2,Low
21,Female,Other,2,244,F,1,0,1,26,Low
57,Male,African-American,8,1,F,1,1,1,99,Medium
31,Male,African-American,5,1,M,1,0,0,0,Medium
51,Female,African-American,1,1,M,0,0,0,0,Medium
44,Male,African-American,9,28,F,0,0,0,25,High
48,Male,African-American,5,1,F,1,0,1,242,High
25,Female,Caucasian,0,1,F,0,0,0,1,Low
51,Male,African-American,5,1,M,0,0,0,0,Low
50,Male,Caucasian,0,1,F,1,0,1,0,Low
57,Male,Caucasian,2,11,F,0,0,0,2,Low
55,Male,Caucasian,0,1,M,0,0,0,0,Low
59,Male,African-American,4,2,F,1,0,1,1,Low
42,Female,African-American,0,0,F,0,0,0,0,Low
20,Male,Hispanic,2,21,F,1,0,1,21,High
58,Male,African-American,16,47,F,1,0,0,29,High
21,Male,Other,0,1,F,0,0,0,28,Low
32,Male,African-American,21,1,F,1,0,1,64,High
24,Female,Hispanic,0,0,M,0,0,0,0,Low
42,Male,African-American,1,0,F,0,0,0,1,Low
29,Male,African-American,8,1,F,1,0,1,13,High
21,Male,African-American,1,1,F,0,0,0,7,Medium
31,Male,Caucasian,1,356,M,1,0,1,0,Low
56,Male,Hispanic,8,1,M,0,0,0,0,Low
58,Male,Caucasian,0,0,M,0,0,0,0,Low
22,Male,African-American,1,0,F,1,0,1,0,Medium
46,Male,Caucasian,1,1,M,1,0,1,0,Low
50,Male,Caucasian,0,0,M,1,0,1,14,Low
46,Male,African-American,2,1,F,0,0,0,0,High
44,Female,African-American,11,1,F,1,0,1,15,High
35,Male,African-American,4,1,M,0,0,0,29,Medium
30,Male,African-American,14,1,F,1,0,1,2,High
42,Male,African-American,2,1,F,0,0,0,0,Medium
46,Male,African-American,5,1,F,1,0,1,202,Low
42,Male,African-American,0,0,F,1,0,1,34,High
37,Male,African-American,12,74,F,0,0,0,25,Low
29,Male,Caucasian,7,1,F,1,0,1,1,High
32,Male,African-American,8,1,F,0,0,0,4,Low
31,Male,Other,5,1,F,1,0,0,3,Medium
33,Female,African-American,1,1,M,0,0,0,1,Low
25,Male,Caucasian,4,1,F,0,0,0,183,Low
33,Female,African-American,0,1,M,0,0,0,1,Low
21,Male,Hispanic,1,1,F,0,0,0,0,Medium
64,Female,Caucasian,7,123,M,0,0,0,76,Low
35,Male,Caucasian,1,1,F,1,0,1,49,Low
56,Male,African-American,1,22,F,0,0,0,2,Low
38,Male,Caucasian,0,1,M,1,1,1,2,Low
40,Female,African-American,4,1,M,0,0,0,1,Low
34,Male,African-American,3,105,F,0,0,0,94,Medium
28,Male,African-American,4,1,F,0,0,0,1,Low
51,Male,African-American,0,1,M,0,0,0,1,Low
35,Male,African-American,2,1,M,0,0,0,1,Low
61,Male,African-American,5,13,F,0,0,0,12,Low
25,Male,African-American,0,0,F,0,0,0,1,Low
25,Male,African-American,4,1,F,1,0,1,0,Medium
26,Male,African-American,0,0,M,1,0,0,0,Medium
42,Male,Caucasian,1,1,M,0,0,0,2,Low
25,Female,African-American,1,10,F,0,0,0,0,Low
26,Male,African-American,13,1,M,1,0,1,1,High
31,Male,African-American,9,1,F,0,0,0,0,Medium
35,Male,Caucasian,1,1,F,0,0,0,1,Low
41,Female,African-American,4,100,F,1,0,1,9,Low
34,Male,Caucasian,0,1,F,0,0,0,116,Low
46,Male,Caucasian,5,93,M,0,0,0,0,Low
33,Female,Caucasian,1,1,M,0,0,0,0,Low
30,Male,African-American,3,1,F,1,0,0,0,Low
50,Female,African-American,7,1,M,0,0,0,1,Low
21,Male,African-American,0,1,F,0,0,0,50,Medium
31,Male,Hispanic,16,0,F,1,0,1,482,High
31,Male,African-American,2,1,F,1,0,1,3,Medium
23,Female,African-American,0,1,M,0,0,0,0,Low
25,Male,African-American,1,0,F,0,0,0,1,Medium
24,Female,Caucasian,1,1,F,0,0,0,1,Medium
31,Male,African-American,13,1,M,1,0,1,0,High
60,Male,African-American,0,1,F,1,0,0,2,Low
30,Male,African-American,2,1,F,0,0,0,0,Low
32,Female,Other,0,1,M,0,0,0,0,Low
46,Male,Caucasian,0,0,M,0,0,0,1,Low
21,Male,Caucasian,0,1,M,1,1,1,0,Low
28,Male,African-American,6,1,M,0,0,0,0,High
35,Male,African-American,0,1,F,1,0,0,1,High
34,Male,Hispanic,2,1,F,1,0,1,9,Low
41,Male,Asian,2,1,F,1,0,1,161,High
40,Female,African-American,7,33,M,0,0,0,1,Low
23,Male,African-American,1,1,F,1,0,1,15,High
23,Male,African-American,3,1,F,1,0,1,1,Medium
28,Male,African-American,2,0,M,1,0,0,2,Low
21,Male,Hispanic,0,0,F,1,0,1,0,Low
46,Male,Caucasian,2,1,M,1,0,0,3,Low
56,Male,African-American,1,1,F,0,0,0,0,Low
41,Male,African-American,19,71,F,1,0,0,62,Medium
40,Male,Hispanic,8,1,F,1,0,1,0,Medium
30,Male,Hispanic,5,1,F,1,0,1,2,Low
24,Male,African-American,1,1,M,1,1,1,0,Low
25,Male,African-American,7,507,F,0,0,0,12,High
33,Female,Caucasian,0,1,M,0,0,0,0,Low
48,Male,Caucasian,2,1,M,1,1,0,4,High
33,Male,African-American,11,1,F,1,0,1,44,Medium
25,Male,Hispanic,0,1,F,0,0,0,0,Medium
25,Male,Caucasian,6,70,F,1,0,1,1,High
58,Male,African-American,38,112,F,1,0,1,87,Medium
30,Male,African-American,7,1,F,1,0,1,0,Medium
37,Male,Hispanic,0,1,F,1,1,1,2,Low
43,Female,Caucasian,7,21,F,0,0,0,8,High
32,Male,Caucasian,0,0,F,0,0,0,1,Low
33,Male,Other,3,1,F,0,0,0,0,Medium
39,Male,Other,4,30,F,1,0,1,0,Low
49,Male,Caucasian,4,11,F,0,0,0,5,Low
24,Male,Caucasian,0,1,F,0,0,0,18,Low
26,Male,African-American,1,0,F,0,0,0,1,High
42,Male,Caucasian,0,1,F,0,0,0,1,Low
22,Male,African-American,1,1,F,1,0,1,6,Medium
36,Male,Hispanic,0,0,F,0,0,0,0,Low
29,Male,Caucasian,7,1,M,1,1,1,27,Medium
39,Male,Caucasian,0,0,M,0,0,0,18,Low
27,Male,African-American,13,0,F,1,0,1,14,Medium
38,Male,Caucasian,2,1,F,1,0,1,7,Medium
20,Male,Caucasian,0,1,F,1,0,1,3,Low
25,Male,African-American,4,1,F,1,0,1,86,High
53,Male,Caucasian,0,1,M,0,0,0,0,Low
27,Female,African-American,0,1,M,1,0,1,6,High
21,Male,Other,0,1,F,1,1,1,6,Medium
50,Male,Caucasian,1,1,M,1,0,1,5,Low
41,Male,African-American,4,1,F,0,0,0,0,Medium
34,Male,African-American,4,378,F,1,1,1,530,Low
22,Male,Caucasian,5,2,F,1,1,1,4,High
22,Male,Caucasian,0,1,F,1,1,1,2,Medium
25,Male,African-American,2,1,F,0,0,0,26,Medium
42,Male,African-American,1,1,F,1,0,1,1,Low
27,Female,Caucasian,2,34,F,0,0,0,1,Low
51,Male,Other,2,1,F,0,0,0,1,Low
33,Male,African-American,23,525,F,1,0,1,369,High
24,Male,African-American,0,0,F,0,0,0,1,Low
37,Male,African-American,4,0,F,0,0,0,92,Low
37,Male,Caucasian,0,3,M,0,0,0,0,Low
27,Female,Other,0,1,M,0,0,0,0,Low
21,Male,Other,0,1,F,0,0,0,5,Medium
35,Male,African-American,1,0,F,1,1,1,1,Low
24,Female,Caucasian,0,1,F,0,0,0,36,High
21,Male,Other,1,1,F,0,0,0,0,Medium
49,Male,Caucasian,2,1,M,0,0,0,1,Low
38,Male,African-American,9,5,F,0,0,0,2,Medium
61,Male,Other,0,1,M,0,0,0,0,Low
30,Female,African-American,0,0,M,0,0,0,0,Low
22,Male,African-American,3,1,F,1,1,0,128,Medium
25,Male,African-American,0,1,F,1,0,1,1,Medium
30,Female,Hispanic,3,1,M,1,0,1,1,Low
52,Male,Caucasian,0,1,M,0,0,0,0,Low
26,Male,Caucasian,0,1,F,0,0,0,0,Low
26,Male,Other,0,1,M,0,0,0,1,Low
29,Male,African-American,6,55,F,0,0,0,0,Medium
45,Male,Caucasian,9,1,F,1,0,1,54,High
20,Male,African-American,0,1,F,1,0,1,0,High
29,Male,African-American,4,1,F,1,1,0,80,High
43,Male,Caucasian,1,1,F,1,0,1,69,Medium
26,Male,Caucasian,2,1,F,0,0,0,0,Medium
46,Female,African-American,4,1,F,0,0,0,0,Low
46,Female,African-American,0,1,F,0,0,0,1,Low
39,Male,Caucasian,8,56,F,0,0,0,1,Low
29,Male,African-American,12,1,F,1,1,1,5,High
41,Male,Caucasian,0,0,M,0,0,0,1,Low
29,Male,African-American,11,65,F,1,0,1,19,High
25,Female,African-American,5,1,F,0,0,0,0,Medium
23,Male,African-American,2,1,F,0,0,0,18,Medium
46,Female,African-American,1,51,F,1,0,1,55,High
30,Male,Caucasian,0,1,M,0,0,0,0,Low
34,Male,Caucasian,1,1,F,0,0,0,2,Medium
70,Male,Caucasian,11,13,F,1,0,1,12,Low
52,Male,Caucasian,2,1,F,0,0,0,1,Low
51,Male,African-American,4,26,M,1,0,0,7,Low
45,Female,Native American,15,1,F,1,0,1,1,High
55,Male,African-American,21,0,F,1,0,1,85,Medium
49,Female,Caucasian,1,1,F,0,0,0,1,Low
26,Female,African-American,9,404,M,1,1,1,1,Medium
47,Female,Caucasian,0,0,F,0,0,0,0,Low
27,Male,African-American,0,0,M,0,0,0,1,Low
25,Male,Caucasian,5,3,M,1,0,1,0,Medium
21,Male,African-American,1,0,F,1,0,1,59,High
37,Male,African-American,26,1,F,1,0,1,1,High
21,Male,African-American,1,1,F,1,0,1,49,High
21,Male,African-American,0,2,F,0,0,0,1,Medium
25,Male,African-American,4,0,F,1,0,1,0,High
27,Female,African-American,3,1,F,1,0,1,1,Medium
30,Male,Caucasian,3,1,F,1,1,1,12,Low
70,Male,Caucasian,0,1,M,0,0,0,0,Low
37,Male,Caucasian,11,1,F,1,0,1,0,High
46,Male,African-American,5,0,F,1,0,1,2,Medium
40,Male,Other,4,1,M,1,0,1,2,Low
20,Male,African-American,1,427,F,1,0,1,217,High
43,Male,African-American,18,1,F,1,0,1,9,Low
38,Male,African-American,15,0,F,0,0,0,55,Medium
29,Male,African-American,0,0,F,0,0,0,0,Low
37,Male,African-American,8,0,M,1,0,1,1,Low
38,Male,Hispanic,3,21,F,0,0,0,0,Low
27,Female,Caucasian,0,4,F,0,0,0,0,Low
20,Female,Other,0,0,M,1,0,1,10,Medium
44,Male,Hispanic,0,0,M,0,0,0,0,Low
31,Male,Caucasian,6,1,M,0,0,0,1,Medium
29,Male,African-American,3,1,F,1,0,1,1,Low
48,Male,Caucasian,13,96,F,1,0,1,74,Medium
30,Female,African-American,0,1,M,0,0,0,0,Low
25,Female,Caucasian,2,25,F,1,0,1,11,Medium
40,Male,African-American,3,1,F,0,0,0,1,Low
49,Female,Caucasian,3,1025,F,1,0,0,1,Low
33,Male,Caucasian,1,0,M,0,0,0,1,Low
26,Male,Caucasian,5,1,F,1,0,1,1,Medium
31,Male,Hispanic,1,0,M,0,0,0,1,Low
61,Male,Caucasian,1,1,M,0,0,0,0,Low
30,Male,Caucasian,2,1,F,0,0,0,0,Low
62,Male,Caucasian,0,1,M,0,0,0,2,Low
27,Female,Caucasian,4,8,M,1,0,1,54,High
48,Male,Caucasian,9,1,F,0,0,0,1,Medium
40,Female,Caucasian,0,1,F,0,0,0,1,Low
24,Male,Caucasian,0,1,F,0,0,0,2,Low
22,Male,African-American,0,1,F,1,0,1,1,Low
30,Male,African-American,4,1,M,1,0,1,15,High
63,Male,Caucasian,0,0,M,0,0,0,0,Low
46,Male,Hispanic,0,1,M,0,0,0,0,Low
33,Male,African-American,4,1,F,0,0,0,1,High
21,Female,African-American,1,81,F,1,1,1,0,Medium
43,Male,Caucasian,0,5,M,1,0,1,1,Low
26,Male,African-American,3,0,F,1,0,1,33,High
51,Male,African-American,1,17,F,0,0,0,7,Low
39,Male,Caucasian,3,1,F,1,1,1,1,Low
30,Female,Hispanic,0,1,M,1,0,1,1,Low
32,Male,African-American,14,1,F,1,0,1,1,High
22,Male,African-American,0,2,M,0,0,0,0,Medium
59,Male,Caucasian,0,1,F,0,0,0,0,Low
38,Male,African-American,37,1,M,1,1,1,30,Medium
23,Male,African-American,2,0,F,0,0,0,237,Medium
42,Male,African-American,0,0,M,1,0,1,1,Low
20,Male,African-American,1,37,F,1,1,1,15,Low
38,Male,African-American,2,0,F,1,1,1,192,Medium
34,Female,Caucasian,2,1,F,0,0,0,1,Low
36,Female,African-American,7,1,F,1,0,1,2,Low
35,Male,Caucasian,7,86,F,1,0,1,76,Low
36,Male,African-American,0,1,M,1,0,1,1,Low
31,Male,African-American,1,14,F,0,0,0,13,Low
28,Female,African-American,3,1,F,1,0,1,4,Low
